patch,Mountain range,date [DD.MM.YYYY],time [HH:MM],water_temp [C],ph [pH],conductivity [uS cm -1],turb [NTU],gl_name,lat_sn [DD],lon_sn [DD],ele_sn [m],lat_sp [DD],lon_sp [DD],ele_sp [m],max_el [m],mean_el [m],sn_sp_dist [m],sn_sp_ele [m],abl_asp [°],gl_sa [km2],gl_cov [%],gl_a [km2],chla [ug g-1],eps [ugC g-1],ag [nmol g-1 h-1],ap [nmol g-1 h-1],bg [nmol g-1 h-1],lap [nmol g-1 h-1],nag [nmol g-1 h-1],bp [ngC g-1 h-1],wba [cells ml-1],sba [cells g-1],respiration [mg 02 g-1 h-1],doc [ug l-1],i1_na [ug l-1],i2_k [ug l-1],i3_mg [ug l-1],i4_ca [ug l-1],i5_cl [ug l-1],i6_so4 [ug l-1],n1_tn [ug l-1],n2_tp [ug l-1],n3_srp [ug l-1],n4_nh4 [ug l-1],n5_no3 [ug l-1],n6_no2 [ug l-1]
GL139_DN_3,Pamir & Tien Shan,21.08.21,13:55,11.5,8.515,253,3.349523,"""Ski slope""",41.81778,77.79695,4041,41.8245,77.7927,3813,4380,4261,887,228,315,0.14,0.35,0.39,0.036034,NA,0.354297667,5.750338,1.000053,52.70764667,0.238459667,138.3974,NA,52688799.61,0.000226119,NA,2.01,0.564,3.097,43.584,1.794,45.579,NA,NA,1.29,19.82,496.62,1.88
GL140_UP_1,Rwenzori Mountains,03.12.21,11:36,0.4,6.944,10.4,8.42,Stanley 003,0.3757,29.8781,4742,0.3758,29.8785,4724,4826,4781,43,18,90,0.03,0.91,0.04,0.540149667,NA,0.462463,20.22998,3.266128667,9.106073667,1.710833667,46.49832,NA,NA,NA,474,0.578,0.225,0.5395,1.726,0.085,1.517,NA,NA,0.95,9.45,176.61,2.88
GL140_UP_2,Rwenzori Mountains,03.12.21,11:36,0.4,6.944,10.4,8.42,Stanley 003,0.3757,29.8781,4742,0.3758,29.8785,4724,4826,4781,43,18,90,0.03,0.91,0.04,0.374533,NA,1.000598333,21.42495,12.94578367,4.830098333,4.856426333,51.617425,NA,NA,0.000480512,474,0.578,0.225,0.5395,1.726,0.085,1.517,NA,NA,0.95,9.45,176.61,2.88
GL140_UP_3,Rwenzori Mountains,03.12.21,11:36,0.4,6.944,10.4,8.42,Stanley 003,0.3757,29.8781,4742,0.3758,29.8785,4724,4826,4781,43,18,90,0.03,0.91,0.04,0.231231667,NA,6.406113333,33.58834,173.0706667,6.417887,4.166229333,22.849965,NA,NA,0.000228066,474,0.578,0.225,0.5395,1.726,0.085,1.517,NA,NA,0.95,9.45,176.61,2.88
GL140_DN_1,Rwenzori Mountains,03.12.21,13:00,0.8,6.5,9.7,6.1,Stanley 003,0.3757,29.8781,4742,0.3755,29.8788,4722,4826,4781,86,20,90,0.03,0.91,0.04,1.611483,NA,21.97040667,134.3358333,545.1623333,16.98149767,44.44877333,NA,NA,NA,NA,NA,0.613,0.21,0.5355,1.678,0.1265,1.405,NA,NA,0.75,14.78,167.79,1.94
GL140_DN_2,Rwenzori Mountains,03.12.21,13:00,0.8,6.5,9.7,6.1,Stanley 003,0.3757,29.8781,4742,0.3755,29.8788,4722,4826,4781,86,20,90,0.03,0.91,0.04,1.620655,NA,2.518483667,130.8621,59.48869667,20.13688333,46.80288667,NA,NA,NA,NA,NA,0.613,0.21,0.5355,1.678,0.1265,1.405,NA,NA,0.75,14.78,167.79,1.94
GL140_DN_3,Rwenzori Mountains,03.12.21,13:00,0.8,6.5,9.7,6.1,Stanley 003,0.3757,29.8781,4742,0.3755,29.8788,4722,4826,4781,86,20,90,0.03,0.91,0.04,1.670730333,NA,2.656477667,126.0081667,59.91846333,33.32573,42.57098667,NA,NA,NA,NA,NA,0.613,0.21,0.5355,1.678,0.1265,1.405,NA,NA,0.75,14.78,167.79,1.94
GL141_UP_1,Chilean Andes,25.01.22,12:27,3,7.895,40.1,113.66,Ventisquiero Yelcho,-43.2897,-72.4749,656,-43.2891,-72.4689,378,1777,1730,563,278,90,4.46,0.64,6.96,0.001099,NA,0.007707,0.077232333,0.011650667,0.798364667,0.006278333,22.05143,NA,1152801,NA,104.5,3.1635,0.4775,1.036,7.623,1.7855,6.4625,NA,NA,6.68,7.43,6.03,2.35
GL141_UP_2,Chilean Andes,25.01.22,12:27,3,7.895,40.1,113.66,Ventisquiero Yelcho,-43.2897,-72.4749,656,-43.2891,-72.4689,378,1777,1730,563,278,90,4.46,0.64,6.96,0.005604333,NA,0.022910333,0.604359,0.099300667,0.822971667,0.031149,45.32002,NA,2981681,NA,104.5,3.1635,0.4775,1.036,7.623,1.7855,6.4625,NA,NA,6.68,7.43,6.03,2.35
GL141_UP_3,Chilean Andes,25.01.22,12:27,3,7.895,40.1,113.66,Ventisquiero Yelcho,-43.2897,-72.4749,656,-43.2891,-72.4689,378,1777,1730,563,278,90,4.46,0.64,6.96,0.006102,NA,0.037715,0.163347667,0.096884667,1.657085667,0.296311667,NA,NA,2818324,9.06E-05,104.5,3.1635,0.4775,1.036,7.623,1.7855,6.4625,NA,NA,6.68,7.43,6.03,2.35
GL141_DN_1,Chilean Andes,25.01.22,16:06,4.5,7.154,50.6,63.26,Ventisquiero Yelcho,-43.2897,-72.4749,656,-43.2863,-72.4634,312,1735,1709,1165,344,90,8.85,0.55,16.22,0.006117333,NA,0.022036,0.417949667,0.304276667,0.446026,0.037911333,10.721498,NA,6168765,NA,NA,2.4235,NA,1.151,7.1145,0.386,8.7475,NA,NA,3.68,13.02,0,1
GL141_DN_2,Chilean Andes,25.01.22,16:06,4.5,7.154,50.6,63.26,Ventisquiero Yelcho,-43.2897,-72.4749,656,-43.2863,-72.4634,312,1735,1709,1165,344,90,8.85,0.55,16.22,0.004674333,NA,0.025143667,0.412954,0.077157,0.147621667,0.056009667,24.994815,NA,1481324,2.31E-05,NA,2.4235,NA,1.151,7.1145,0.386,8.7475,NA,NA,3.68,13.02,0,1
GL141_DN_3,Chilean Andes,25.01.22,16:06,4.5,7.154,50.6,63.26,Ventisquiero Yelcho,-43.2897,-72.4749,656,-43.2863,-72.4634,312,1735,1709,1165,344,90,8.85,0.55,16.22,0.003198,NA,0.021514667,0.520204333,0.075745667,1.157076333,0.029119,5.30847,NA,2562015,0.000117933,NA,2.4235,NA,1.151,7.1145,0.386,8.7475,NA,NA,3.68,13.02,0,1
GL142_UP_1,Chilean Andes,26.01.22,13:00,6.6,7.532,27.3,240,Amarillo,-42.8598,-72.444,642,-42.8641,-72.4453,498,1776,1735,493,144,180,13.22,0.76,17.44,0.000113667,NA,0.000697333,0.044979667,0.001274333,0.646898333,0,1.170686,NA,283066,NA,260.5,14.31,0.2725,0.949,2.14,3.4755,3.6425,NA,NA,51.8,18.97,2.36,1.43
GL142_UP_2,Chilean Andes,26.01.22,13:00,6.6,7.532,27.3,240,Amarillo,-42.8598,-72.444,642,-42.8641,-72.4453,498,1776,1735,493,144,180,13.22,0.76,17.44,0,NA,0.001289,0.166150667,0.005076,0.368504333,0,1.584508,NA,117122,NA,260.5,14.31,0.2725,0.949,2.14,3.4755,3.6425,NA,NA,51.8,18.97,2.36,1.43
GL142_UP_3,Chilean Andes,26.01.22,13:00,6.6,7.532,27.3,240,Amarillo,-42.8598,-72.444,642,-42.8641,-72.4453,498,1776,1735,493,144,180,13.22,0.76,17.44,0,NA,0,0.046385,0.003416,0,0.002199667,7.3941,NA,147415,NA,260.5,14.31,0.2725,0.949,2.14,3.4755,3.6425,NA,NA,51.8,18.97,2.36,1.43
GL142_DN_1,Chilean Andes,26.01.22,16:15,7.5,7.906,61.6,251.66,Amarillo,-42.8598,-72.444,642,-42.8825,-72.4498,430,1776,1735,2676,212,180,13.22,0.63,21,0.000654,NA,0.004598,0,0.010840667,1.604645667,0.008599333,19.37936,NA,482220,NA,NA,4.4055,0.5855,0.6845,1.4695,0.664,0.8825,NA,NA,106.14,16.47,0.7,3.39
GL142_DN_2,Chilean Andes,26.01.22,16:15,7.5,7.906,61.6,251.66,Amarillo,-42.8598,-72.444,642,-42.8825,-72.4498,430,1776,1735,2676,212,180,13.22,0.63,21,0.000937,NA,0.004326667,0,0.036553333,0.440107333,0.021991667,6.90065,NA,647359,3.78E-05,NA,4.4055,0.5855,0.6845,1.4695,0.664,0.8825,NA,NA,106.14,16.47,0.7,3.39
GL142_DN_3,Chilean Andes,26.01.22,16:15,7.5,7.906,61.6,251.66,Amarillo,-42.8598,-72.444,642,-42.8825,-72.4498,430,1776,1735,2676,212,180,13.22,0.63,21,0.000610667,NA,0.004974333,0.255103,0.013239,1.726582667,0.014674667,16.20469,NA,556964,9.94E-05,NA,4.4055,0.5855,0.6845,1.4695,0.664,0.8825,NA,NA,106.14,16.47,0.7,3.39
GL143_UP_1,Chilean Andes,30.01.22,10:23,0,6.5,1.6,47.66,"""Mocho 1 middle""",-39.9282,-72.0062,1876,-39.9282,-72.0061,1876,2032,2024,3,0,45,0.1,0.97,0.1,0.000156333,NA,0.000184,0.049402,0.004902,0.123449,0,5.3280755,NA,596724,1.08E-05,82,1.209,0.022,0.429,0.869,0.0395,0.1185,NA,NA,5.04,8.76,6.03,0.73
GL143_UP_2,Chilean Andes,30.01.22,10:23,0,6.5,1.6,47.66,"""Mocho 1 middle""",-39.9282,-72.0062,1876,-39.9282,-72.0061,1876,2032,2024,3,0,45,0.1,0.97,0.1,0.000290333,NA,5.10E-05,0.100051,0.006545,0.149558,0.003172667,4.8423425,NA,1488708,1.45E-05,82,1.209,0.022,0.429,0.869,0.0395,0.1185,NA,NA,5.04,8.76,6.03,0.73
GL143_UP_3,Chilean Andes,30.01.22,10:23,0,6.5,1.6,47.66,"""Mocho 1 middle""",-39.9282,-72.0062,1876,-39.9282,-72.0061,1876,2032,2024,3,0,45,0.1,0.97,0.1,0.000279333,NA,0.000142,0.092370667,0.002574667,0.018947667,0.000741333,2.87359,NA,292471,4.00E-07,82,1.209,0.022,0.429,0.869,0.0395,0.1185,NA,NA,5.04,8.76,6.03,0.73
GL143_DN_1,Chilean Andes,30.01.22,13:50,6.7,3.443,2.2,41.53,"""Mocho 1 middle""",-39.9282,-72.0062,1876,-39.9261,-72,1740,2030,2020,616,136,45,0.1,0.58,0.17,0.003037667,NA,0.065697667,0.241075333,0.334160333,0.561197,0.082931333,51.033135,NA,1.50E+07,9.02E-05,NA,1.2575,0.026,0.4165,0.815,0.0645,0.062,NA,NA,2.53,8.85,3.03,1.21
GL143_DN_2,Chilean Andes,30.01.22,13:50,6.7,3.443,2.2,41.53,"""Mocho 1 middle""",-39.9282,-72.0062,1876,-39.9261,-72,1740,2030,2020,616,136,45,0.1,0.58,0.17,0.001444,NA,0.021069667,0.217468333,0.123560333,0.677305667,0.063381333,66.057125,NA,1.50E+07,4.91E-05,NA,1.2575,0.026,0.4165,0.815,0.0645,0.062,NA,NA,2.53,8.85,3.03,1.21
GL143_DN_3,Chilean Andes,30.01.22,13:50,6.7,3.443,2.2,41.53,"""Mocho 1 middle""",-39.9282,-72.0062,1876,-39.9261,-72,1740,2030,2020,616,136,45,0.1,0.58,0.17,0.001137667,NA,0.022868667,0.208988667,0.082496333,0.041098667,0.027571333,63.4647,NA,1.60E+08,5.68E-05,NA,1.2575,0.026,0.4165,0.815,0.0645,0.062,NA,NA,2.53,8.85,3.03,1.21
GL144_UP_1,Chilean Andes,31.01.22,10:32,1.5,6.918,3.8,278,"""Mocho 2 south""",-39.9306,-72.0033,1832,-39.9305,-72.0029,1825,1943,1939,30,7,45,0.06,0.88,0.06,0.000143867,NA,0.002432667,0.001460333,0.019283333,0.108476,0,4.851091,NA,1213622,6.29E-05,94,2.0525,0.042,0.433,0.897,0.087,0.338,NA,NA,12.77,9.09,8.36,1.82
GL144_UP_2,Chilean Andes,31.01.22,10:32,1.5,6.918,3.8,278,"""Mocho 2 south""",-39.9306,-72.0033,1832,-39.9305,-72.0029,1825,1943,1939,30,7,45,0.06,0.88,0.06,2.43E-05,NA,0.000775,0.035339,0.006002,0.122251333,0.007266333,3.7076705,NA,1029121,5.75E-05,94,2.0525,0.042,0.433,0.897,0.087,0.338,NA,NA,12.77,9.09,8.36,1.82
GL144_UP_3,Chilean Andes,31.01.22,10:32,1.5,6.918,3.8,278,"""Mocho 2 south""",-39.9306,-72.0033,1832,-39.9305,-72.0029,1825,1943,1939,30,7,45,0.06,0.88,0.06,9.31E-05,NA,0.000812333,0.110355333,0.007315667,0.053622,0.001684667,7.056402,NA,1394453,5.19E-05,94,2.0525,0.042,0.433,0.897,0.087,0.338,NA,NA,12.77,9.09,8.36,1.82
GL144_DN_1,Chilean Andes,31.01.22,12:55,6.2,7.002,2.8,245,"""Mocho 2 south""",-39.9306,-72.0033,1832,-39.9288,-71.9997,1738,1904,1916,383,94,45,0.08,0.51,0.15,0.000347,NA,0.004321333,0.126368333,0.019204,0,0.060346667,14.1246725,NA,2025350,3.16E-05,NA,3.3665,0.0495,0.446,0.934,0.748,0.77,NA,NA,10.55,3.1,6.36,3.27
GL144_DN_2,Chilean Andes,31.01.22,12:55,6.2,7.002,2.8,245,"""Mocho 2 south""",-39.9306,-72.0033,1832,-39.9288,-71.9997,1738,1904,1916,383,94,45,0.08,0.51,0.15,0.000418667,NA,0.034962,0.032436333,0.038365333,0.064287333,0.008746333,6.981245,NA,3680955,5.04E-05,NA,3.3665,0.0495,0.446,0.934,0.748,0.77,NA,NA,10.55,3.1,6.36,3.27
GL144_DN_3,Chilean Andes,31.01.22,12:55,6.2,7.002,2.8,245,"""Mocho 2 south""",-39.9306,-72.0033,1832,-39.9288,-71.9997,1738,1904,1916,383,94,45,0.08,0.51,0.15,0.0001897,NA,0.005088667,0.175623,0.017282,0.056863333,0.004237,9.2640225,NA,2779889,4.39E-05,NA,3.3665,0.0495,0.446,0.934,0.748,0.77,NA,NA,10.55,3.1,6.36,3.27
GL145_UP_1,Chilean Andes,01.02.22,10:30,0.7,7.239,3.5,314.66,"""Mocho 3 north""",-39.9254,-72.0081,1859,-39.9252,-72.0079,1854,2008,2013,22,5,45,0.16,0.84,0.19,1.73E-05,NA,0.000903667,0.004249,0.061440667,0.589718667,0.001572667,1.105481,NA,1399023,0.000114609,275.3333333,0.9015,0.0805,0.4775,1.0355,0.012,0.0055,NA,NA,5.23,10.34,4.53,0.37
GL145_UP_2,Chilean Andes,01.02.22,10:30,0.7,7.239,3.5,314.66,"""Mocho 3 north""",-39.9254,-72.0081,1859,-39.9252,-72.0079,1854,2008,2013,22,5,45,0.16,0.84,0.19,1.34E-05,NA,0,0.002207,0.009823667,0.225785,0.001865333,4.580482,NA,550716,6.48E-05,275.3333333,0.9015,0.0805,0.4775,1.0355,0.012,0.0055,NA,NA,5.23,10.34,4.53,0.37
GL145_UP_3,Chilean Andes,01.02.22,10:30,0.7,7.239,3.5,314.66,"""Mocho 3 north""",-39.9254,-72.0081,1859,-39.9252,-72.0079,1854,2008,2013,22,5,45,0.16,0.84,0.19,7.60E-05,NA,0,0.039331667,0.011892333,0.291347,0.000759667,5.285085,NA,356436,6.59E-05,275.3333333,0.9015,0.0805,0.4775,1.0355,0.012,0.0055,NA,NA,5.23,10.34,4.53,0.37
GL145_DN_1,Chilean Andes,01.02.22,14:14,11.1,6.709,3.8,289.33,"""Mocho 3 north""",-39.9254,-72.0081,1859,-39.9244,-72.0064,1775,2008,2013,184,84,45,0.16,0.77,0.21,0.000835,NA,0.005349333,0.255756333,0.348576667,0.207822333,0.040178667,5.84191,NA,1674220,3.10E-05,NA,0.927,0.077,0.4675,0.9795,0.0125,0.0065,NA,NA,11.27,19.86,3.03,2.14
GL145_DN_2,Chilean Andes,01.02.22,14:14,11.1,6.709,3.8,289.33,"""Mocho 3 north""",-39.9254,-72.0081,1859,-39.9244,-72.0064,1775,2008,2013,184,84,45,0.16,0.77,0.21,0.000769,NA,0.004412,0.292333333,0.015593667,0.370113,0.016051333,19.564595,NA,1201773,5.63E-05,NA,0.927,0.077,0.4675,0.9795,0.0125,0.0065,NA,NA,11.27,19.86,3.03,2.14
GL145_DN_3,Chilean Andes,01.02.22,14:14,11.1,6.709,3.8,289.33,"""Mocho 3 north""",-39.9254,-72.0081,1859,-39.9244,-72.0064,1775,2008,2013,184,84,45,0.16,0.77,0.21,0.000469667,NA,0.015366333,0.538529667,0.066087,0.619555667,0.020438,16.813285,NA,2016730,4.48E-05,NA,0.927,0.077,0.4675,0.9795,0.0125,0.0065,NA,NA,11.27,19.86,3.03,2.14
GL146_UP_1,Chilean Andes,04.02.22,12:22,3.1,6.721,3.3,157.66,Pichillancahue,-39.4405,-71.8885,1817,-39.4407,-71.8884,1817,1848,1845,25,0,135,0.05,0.99,0.05,0.000707333,NA,0.019082333,0.403940333,0.059923333,0.559335667,0,5.73871,NA,3253161,1.40E-05,103.3333333,0.6195,0.022,0.4805,1.1335,0.029,0.192,NA,NA,28.09,29.67,8.69,5.94
GL146_UP_2,Chilean Andes,04.02.22,12:22,3.1,6.721,3.3,157.66,Pichillancahue,-39.4405,-71.8885,1817,-39.4407,-71.8884,1817,1848,1845,25,0,135,0.05,0.99,0.05,9.00E-05,NA,0.005649,0.730607,0.023438,0.416492667,0.025045,10.2194405,NA,1119257,8.77E-05,103.3333333,0.6195,0.022,0.4805,1.1335,0.029,0.192,NA,NA,28.09,29.67,8.69,5.94
GL146_UP_3,Chilean Andes,04.02.22,12:22,3.1,6.721,3.3,157.66,Pichillancahue,-39.4405,-71.8885,1817,-39.4407,-71.8884,1817,1848,1845,25,0,135,0.05,0.99,0.05,1.40E-05,NA,0.020799333,0.356012,0.054181333,0.553547,0.052866,8.668525,NA,2114573,4.61E-05,103.3333333,0.6195,0.022,0.4805,1.1335,0.029,0.192,NA,NA,28.09,29.67,8.69,5.94
GL146_DN_1,Chilean Andes,04.02.22,14:45,6.1,6.629,3.3,187.66,Pichillancahue,-39.4405,-71.8885,1817,-39.4394,-71.879,1740,1826,1825,905,77,135,0.22,0.62,0.35,9.50E-05,NA,0.017954,0.420637333,0.051257667,0.629252667,0.022183,41.465955,NA,1758650,5.45E-06,NA,0.694,0.1405,0.466,1.0965,0.102,0.2235,NA,NA,4.58,11.76,7.36,6.03
GL146_DN_2,Chilean Andes,04.02.22,14:45,6.1,6.629,3.3,187.66,Pichillancahue,-39.4405,-71.8885,1817,-39.4394,-71.879,1740,1826,1825,905,77,135,0.22,0.62,0.35,0,NA,0.005812667,0.345513,0.040427667,0.440360667,0.017280667,19.793475,NA,1795162,NA,NA,0.694,0.1405,0.466,1.0965,0.102,0.2235,NA,NA,4.58,11.76,7.36,6.03
GL146_DN_3,Chilean Andes,04.02.22,14:45,6.1,6.629,3.3,187.66,Pichillancahue,-39.4405,-71.8885,1817,-39.4394,-71.879,1740,1826,1825,905,77,135,0.22,0.62,0.35,0.000197667,NA,0.027177333,0.553053667,0.088175667,0.847226333,0.074821,27.01538,NA,3868580,3.27E-06,NA,0.694,0.1405,0.466,1.0965,0.102,0.2235,NA,NA,4.58,11.76,7.36,6.03
GL147_UP_1,Chilean Andes,05.02.22,12:00,0,7.19,4.7,180,Turbio,-39.4315,-71.8797,1748,-39.4315,-71.8797,1748,1805,1810,6,0,90,0.22,1,0.23,0,NA,0.009376333,0.242511667,0.021409,0.255323333,0.058192333,NA,NA,3275047,5.78E-06,62.33333333,0.721,0.042,0.518,1.0085,0.015,0.0775,NA,NA,6.63,9.04,2.03,1.39
GL147_UP_2,Chilean Andes,05.02.22,12:00,0,7.19,4.7,180,Turbio,-39.4315,-71.8797,1748,-39.4315,-71.8797,1748,1805,1810,6,0,90,0.22,1,0.23,0,NA,0.004397333,0.513548667,0.014887333,0.024894667,0.139883,3.022852,NA,584043,NA,62.33333333,0.721,0.042,0.518,1.0085,0.015,0.0775,NA,NA,6.63,9.04,2.03,1.39
GL147_UP_3,Chilean Andes,05.02.22,12:00,0,7.19,4.7,180,Turbio,-39.4315,-71.8797,1748,-39.4315,-71.8797,1748,1805,1810,6,0,90,0.22,1,0.23,0,NA,0.011263333,0.806248667,0.028821333,0.369023667,0.101381667,9.508594,NA,1757917,9.55E-05,62.33333333,0.721,0.042,0.518,1.0085,0.015,0.0775,NA,NA,6.63,9.04,2.03,1.39
GL147_DN_1,Chilean Andes,05.02.22,15:30,1.7,6.924,3.6,90.4,Turbio,-39.4315,-71.8797,1748,-39.4271,-71.8786,1703,1796,1797,521,45,90,0.39,0.31,1.26,0,NA,0.012718333,0.448327333,0.04311,0.133489667,0.02185,3.546355,NA,6263362,NA,NA,1.026,0.0695,0.5355,1.002,0.0695,0.046,NA,NA,1.53,3.67,0,1.2
GL147_DN_2,Chilean Andes,05.02.22,15:30,1.7,6.924,3.6,90.4,Turbio,-39.4315,-71.8797,1748,-39.4271,-71.8786,1703,1796,1797,521,45,90,0.39,0.31,1.26,0,NA,0.010766,0.395690667,0.025612333,0.224524,0.022093667,9.8343175,NA,2613938,NA,NA,1.026,0.0695,0.5355,1.002,0.0695,0.046,NA,NA,1.53,3.67,0,1.2
GL147_DN_3,Chilean Andes,05.02.22,15:30,1.7,6.924,3.6,90.4,Turbio,-39.4315,-71.8797,1748,-39.4271,-71.8786,1703,1796,1797,521,45,90,0.39,0.31,1.26,6.43E-05,NA,0.013687333,0.292173333,0.033532667,0.218120667,0.056512333,12.751945,NA,2629178,NA,NA,1.026,0.0695,0.5355,1.002,0.0695,0.046,NA,NA,1.53,3.67,0,1.2
GL148_UP_1,Chilean Andes,08.02.22,11:45,0.2,6.64,16,97.66,"""Nevado Chillan 1 east""",-36.8383,-71.4145,2744,-36.8385,-71.4148,2734,2946,2960,35,10,225,0.22,0.43,0.5,0,NA,0.001675667,0.151825,0.000717333,1.091459333,0.003151333,NA,NA,44113.5,NA,345.3333333,1.352,0.3325,0.6335,1.8775,0.0625,3.1445,NA,NA,46.2,20.57,3.03,3.53
GL148_UP_2,Chilean Andes,08.02.22,11:45,0.2,6.64,16,97.66,"""Nevado Chillan 1 east""",-36.8383,-71.4145,2744,-36.8385,-71.4148,2734,2946,2960,35,10,225,0.22,0.43,0.5,0,NA,0.010486267,0.079760667,0.007702333,0.378804333,0.001728333,6.281789,NA,62886.4,6.69E-06,345.3333333,1.352,0.3325,0.6335,1.8775,0.0625,3.1445,NA,NA,46.2,20.57,3.03,3.53
GL148_UP_3,Chilean Andes,08.02.22,11:45,0.2,6.64,16,97.66,"""Nevado Chillan 1 east""",-36.8383,-71.4145,2744,-36.8385,-71.4148,2734,2946,2960,35,10,225,0.22,0.43,0.5,0,NA,0.000429667,0.004952333,0.003685667,0.786457,0,1.180903,NA,62993,NA,345.3333333,1.352,0.3325,0.6335,1.8775,0.0625,3.1445,NA,NA,46.2,20.57,3.03,3.53
GL148_DN_1,Chilean Andes,08.02.22,14:15,3.6,6.62,9.8,36.06,"""Nevado Chillan 1 east""",-36.8383,-71.4145,2744,-36.8405,-71.4166,2610,2946,2960,312,134,225,0.22,0.41,0.53,0,NA,0.004898,0.033276667,0.004209667,0.620985,0,3.715855,NA,455681,5.62E-05,NA,2.01,0.411,0.891,2.8835,0.0975,7.727,NA,NA,21.49,9.15,8.36,1.9
GL148_DN_2,Chilean Andes,08.02.22,14:15,3.6,6.62,9.8,36.06,"""Nevado Chillan 1 east""",-36.8383,-71.4145,2744,-36.8405,-71.4166,2610,2946,2960,312,134,225,0.22,0.41,0.53,0,NA,0.005080667,0.117467333,0.007172667,0.313564,0,2.975565,NA,315059,4.80E-05,NA,2.01,0.411,0.891,2.8835,0.0975,7.727,NA,NA,21.49,9.15,8.36,1.9
GL148_DN_3,Chilean Andes,08.02.22,14:15,3.6,6.62,9.8,36.06,"""Nevado Chillan 1 east""",-36.8383,-71.4145,2744,-36.8405,-71.4166,2610,2946,2960,312,134,225,0.22,0.41,0.53,0,NA,0.002174,0.009217333,0.004147333,0.343557333,0.003291667,NA,NA,557786,3.30E-05,NA,2.01,0.411,0.891,2.8835,0.0975,7.727,NA,NA,21.49,9.15,8.36,1.9
GL149_UP_1,Chilean Andes,09.02.22,09:30,2.8,6.657,43.3,72.46,"""Nevado Chillan 2 west""",-36.8392,-71.41687,2652,-36.8451,-71.4253,2273,2846,2852,1034,379,225,0.16,0.21,0.75,0,NA,0.000145667,0,0.001596,0.754647,0.010949667,4.1843645,NA,234478,8.19E-05,168.3333333,7.9625,0.437,0.8995,2.7105,5.214,7.5885,NA,NA,57.22,8.41,7.02,2.2
GL149_UP_2,Chilean Andes,09.02.22,09:30,2.8,6.657,43.3,72.46,"""Nevado Chillan 2 west""",-36.8392,-71.41687,2652,-36.8451,-71.4253,2273,2846,2852,1034,379,225,0.16,0.21,0.75,0,NA,0.000744667,0,0.004085333,0.706362333,0.000106,5.5717775,NA,113350,5.89E-05,168.3333333,7.9625,0.437,0.8995,2.7105,5.214,7.5885,NA,NA,57.22,8.41,7.02,2.2
GL149_UP_3,Chilean Andes,09.02.22,09:30,2.8,6.657,43.3,72.46,"""Nevado Chillan 2 west""",-36.8392,-71.41687,2652,-36.8451,-71.4253,2273,2846,2852,1034,379,225,0.16,0.21,0.75,0,NA,0.006079,0.036429333,0.005758667,1.267294,0.003901667,12.08687,NA,236148,NA,168.3333333,7.9625,0.437,0.8995,2.7105,5.214,7.5885,NA,NA,57.22,8.41,7.02,2.2
GL149_DN_1,Chilean Andes,09.02.22,12:05,8.6,6.698,29,167,"""Nevado Chillan 2 west""",-36.8392,-71.41687,2652,-36.8487,-71.4323,2176,2846,2852,1852,476,225,0.16,0.11,1.45,4.10E-06,NA,0.009496333,0.069672,0.041757667,0.806337,0.023983,18.610025,NA,999734,2.69E-05,NA,3.2805,0.543,1.2485,3.769,0.606,12.2235,NA,NA,42.81,8.25,5.03,0.88
GL149_DN_2,Chilean Andes,09.02.22,12:05,8.6,6.698,29,167,"""Nevado Chillan 2 west""",-36.8392,-71.41687,2652,-36.8487,-71.4323,2176,2846,2852,1852,476,225,0.16,0.11,1.45,0,NA,0.000151667,0.025716,0.003136667,0.563468,0.004658333,14.13176,NA,464551,4.31E-05,NA,3.2805,0.543,1.2485,3.769,0.606,12.2235,NA,NA,42.81,8.25,5.03,0.88
GL149_DN_3,Chilean Andes,09.02.22,12:05,8.6,6.698,29,167,"""Nevado Chillan 2 west""",-36.8392,-71.41687,2652,-36.8487,-71.4323,2176,2846,2852,1852,476,225,0.16,0.11,1.45,0,NA,0,0.018002,0.004184,0.034886,0.002280667,10.7635875,NA,372574,NA,NA,3.2805,0.543,1.2485,3.769,0.606,12.2235,NA,NA,42.81,8.25,5.03,0.88
GL150_UP_1,Chilean Andes,11.02.22,09:22,0.1,7.135,121.5,101.43,Universidad,-34.7114,-70.3435,2531,-34.7116,-70.3437,2524,3690,3675,30,7,180,25.63,0.52,48.85,0.00039,NA,0.000941333,0.008574667,0.004713333,0,0.006304333,3.392035,NA,406740,NA,182.3333333,2.544,0.853,1.4165,13.2655,0.459,22.8985,NA,NA,1.58,7.51,17.51,3.09
GL150_UP_2,Chilean Andes,11.02.22,09:22,0.1,7.135,121.5,101.43,Universidad,-34.7114,-70.3435,2531,-34.7116,-70.3437,2524,3690,3675,30,7,180,25.63,0.52,48.85,2.03E-06,NA,0.001527667,0.009079333,0.002565667,0,0,4.544641,NA,392891,NA,182.3333333,2.544,0.853,1.4165,13.2655,0.459,22.8985,NA,NA,1.58,7.51,17.51,3.09
GL150_UP_3,Chilean Andes,11.02.22,09:22,0.1,7.135,121.5,101.43,Universidad,-34.7114,-70.3435,2531,-34.7116,-70.3437,2524,3690,3675,30,7,180,25.63,0.52,48.85,0,NA,0.007586,0.020674667,0.017639667,0,0.000259033,0.5912665,NA,185875,6.63E-05,182.3333333,2.544,0.853,1.4165,13.2655,0.459,22.8985,NA,NA,1.58,7.51,17.51,3.09
